Address,Latitude,Longitude,Type
till gym,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
tela,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
teklaymanot hospital,9.0313986,38.7465133,"establishment,hospital,point_of_interest"
summit saphari,9.0073597,38.8590302,"establishment,lodging,point_of_interest"
sengam,8.9989801,38.7707893,"establishment,food,point_of_interest,restaurant"
sarbet condominium,8.9928215,38.7382435,"establishment,point_of_interest"
rowanda ankober,8.9898942,38.7784891,"establishment,point_of_interest"
ras amba 4kilo,9.0316722,38.77107,"establishment,lodging,point_of_interest"
rainbo cory restaurnt,8.9900505,38.7811522,"establishment,food,point_of_interest,restaurant"
piassa hagar fikir,9.0378882,38.7545706,"establishment,point_of_interest"
pawelos hospital,9.0476832,38.7280995,"establishment,hospital,point_of_interest"
olompiya greek club,9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
norlic,8.9843355,38.7781414,"establishment,hospital,point_of_interest"
medhanialme moll,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
medhanialem,8.9960687,38.7894876,"church,establishment,place_of_worship,point_of_interest"
mamo,9.0380783,38.7660689,route
liam tree,9.0139844,38.7696382,"establishment,food,point_of_interest,restaurant"
lamberet cot addis,9.0235544,38.8188902,"establishment,lodging,point_of_interest"
laleyon bole,8.9800689,38.7989319,"airport,establishment,point_of_interest"
kazanchis radison blue,9.016298,38.767855,"establishment,lodging,point_of_interest"
kazanchis neb bank,9.0131957,38.7696425,"bank,establishment,finance,point_of_interest"
kazanchis inter,9.0161859,38.7691198,"establishment,food,point_of_interest,restaurant"
kana,8.9905083,38.7820779,"establishment,point_of_interest"
jemo,8.9581465,38.7119416,"neighborhood,political"
hill side,9.0279223,38.8326895,"establishment,point_of_interest,school"
hazanchis intercontinental,9.015466,38.769788,"establishment,lodging,point_of_interest"
greec clb,9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
gotera condomiium,8.9847827,38.7557975,"establishment,point_of_interest"
golagole,9.0155525,38.7871168,premise
getu commercial ,9.0023505,38.7694194,"establishment,point_of_interest"
gerji sunshie apartment,8.9943122,38.8115565,"establishment,point_of_interest"
"flirt, bole",8.9948506,38.7851216,"bar,establishment,night_club,point_of_interest"
flirt,8.9948506,38.7851216,"bar,establishment,night_club,point_of_interest"
estadium gion ,9.0130655,38.756779,"establishment,point_of_interest,stadium"
enderase,9.017868,38.7767802,"establishment,lodging,point_of_interest"
effoy pizza,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
DKT,8.9895996,38.7930069,"establishment,health,point_of_interest"
debredamo building 22,9.0156763,38.7849911,"establishment,lodging,point_of_interest"
cmc shewa super market,9.0216574,38.8321128,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
cmc flint stone,9.0008487,38.8367987,"establishment,point_of_interest"
cabe cake bet,9.0295567,38.7445495,"bakery,establishment,food,point_of_interest,store"
british embassy,9.0305289,38.788079,"embassy,establishment,point_of_interest"
bosotn day spa,8.9907495,38.7837711,"establishment,point_of_interest,spa"
bole nordic hospital,8.9843355,38.7781414,"establishment,hospital,point_of_interest"
bole mks,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
bole mega building,8.9999798,38.7701506,premise
bole japan say cake ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
betel,9.0052887,38.7064755,"establishment,hospital,point_of_interest"
belos ,-20.4064486,-54.5914154,route
atlas park plaza,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
Adams Pavilion,8.9947383,38.7392132,"establishment,point_of_interest,shopping_mall"
5kilo,9.040386,38.7633221,"establishment,point_of_interest,university"
22 24 road hospital,9.0476832,38.7280995,"establishment,hospital,point_of_interest"
2000 habesha,9.0014322,38.7815495,"establishment,food,point_of_interest,restaurant"
zewidtu hospital,9.0186753,38.7562533,"establishment,hospital,point_of_interest"
venshyan hotel,8.995529,38.787224,"establishment,lodging,point_of_interest"
venshal hotel,8.995529,38.787224,"establishment,lodging,point_of_interest"
rift vally,8.9806034,38.7577605,"locality,political"
rebcca buili,9.0155921,38.7847956,premise
piassa ,9.0371838,38.7551432,"neighborhood,political"
nib international bank,8.9896602,38.7379627,"bank,establishment,finance,point_of_interest"
national theather,9.0162866,38.7523621,"establishment,point_of_interest"
kebe cake bole,8.9956646,38.7923866,"cafe,establishment,food,point_of_interest"
hager fiker,9.0378882,38.7545706,"establishment,point_of_interest"
golagol building,9.0155525,38.7871168,premise
enderase condominium,8.9847827,38.7557975,"establishment,point_of_interest"
emperial menged,9.0041283,38.7968793,"bank,establishment,finance,point_of_interest"
chirchi niyal insurance,9.0099537,38.7803359,"establishment,point_of_interest"
bole TK building,8.9884189,38.7914701,"establishment,point_of_interest,shopping_mall"
bole snap plazz,8.9898014,38.7876308,"establishment,point_of_interest,shopping_mall"
bole alem cinima,8.9900319,38.7849083,"electronics_store,establishment,home_goods_store,movie_theater,point_of_interest,store"
bole airport domestic,8.9800689,38.7989319,"airport,establishment,point_of_interest"
AU curch,8.9974567,38.7386187,"church,establishment,place_of_worship,point_of_interest"
atlas hotel,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
albel hotel,9.0149886,38.7850392,"establishment,lodging,point_of_interest"
adams paulion,8.9947383,38.7392132,"establishment,point_of_interest,shopping_mall"
abunepetros ,9.0353688,38.7496188,"establishment,point_of_interest"
24 condominium,8.9917075,38.7878232,route
22 shola park,9.0040224,38.7840128,"establishment,park,point_of_interest"
zewditu,9.0208362,38.7659186,"establishment,lodging,point_of_interest"
yodi abissiniya,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
wengelawit building,8.9813327,38.7637068,"establishment,point_of_interest,shopping_mall"
venition,8.9934001,38.7857586,"establishment,lodging,point_of_interest"
veition,8.9934001,38.7857586,"establishment,lodging,point_of_interest"
terunsh bejing hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
teklehaymanto hopital,9.0313986,38.7465133,"establishment,hospital,point_of_interest"
sholla gebeya,8.9904743,38.7821047,"establishment,point_of_interest"
shola  ,9.0202084,38.8101751,"establishment,light_rail_station,point_of_interest,transit_station"
rowanda ayer amba,8.9820827,38.7738083,"bank,establishment,finance,point_of_interest"
piyassa hager feker,9.0378882,38.7545706,"establishment,point_of_interest"
peteros pulos,9.053176,38.714888,"church,establishment,place_of_worship,point_of_interest,premise"
paulos hospital,8.9960687,38.7894876,"church,establishment,place_of_worship,point_of_interest"
monarch hotel,8.9946281,38.7855226,"establishment,lodging,point_of_interest"
minach hotel,8.9946281,38.7855226,"establishment,lodging,point_of_interest"
mekedoniya,9.020947,38.8921482,"establishment,point_of_interest"
leghar ,9.011797,38.750386,"establishment,gas_station,point_of_interest"
lamberet neb bank,9.023623,38.8192677,"bank,establishment,finance,point_of_interest"
lalibela,8.9862792,38.7872529,"establishment,point_of_interest"
kotebe o2,9.0386134,38.8373807,"establishment,point_of_interest,university"
kazanchis fendika,9.019046,38.770218,"establishment,point_of_interest"
gorgoies clinicl f building,8.9913764,38.7528026,"establishment,hospital,point_of_interest"
getu minaye building,9.0023505,38.7694194,"establishment,point_of_interest"
getu ,9.0023505,38.7694194,"establishment,point_of_interest"
getfam hotel,9.0147357,38.7837279,"establishment,lodging,point_of_interest"
gandi,9.0154136,38.7555357,"establishment,hospital,point_of_interest"
frendship,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
firehdship hotel,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
elilly hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
edna malle,8.9973888,38.7867701,"establishment,point_of_interest,shopping_mall"
cara hospital ,9.0201489,38.7495809,"establishment,hospital,point_of_interest"
bolle nordic medical,8.9843355,38.7781414,"establishment,hospital,point_of_interest"
bolle medhanialem,8.9960687,38.7894876,"church,establishment,place_of_worship,point_of_interest"
bolle chicken hotel,8.995529,38.787224,"establishment,lodging,point_of_interest"
bolle cabe cake,8.9956934,38.7886128,"bakery,establishment,food,point_of_interest,store"
bole old chiken hote,8.995529,38.787224,"establishment,lodging,point_of_interest"
bole high school,8.9987996,38.787665,"establishment,point_of_interest,school"
bole abissinya,8.9831138,38.8100855,"political,sublocality,sublocality_level_1"
balderas condominium,9.0261257,38.7829472,"establishment,point_of_interest,premise"
ancober,8.9898942,38.7784891,"establishment,point_of_interest"
africa union,9.01475,38.7642074,"establishment,finance,point_of_interest"
adika office,9.0000945,38.7987736,"car_dealer,establishment,point_of_interest,store"
addis global hotel,8.9934481,38.7597643,"establishment,lodging,point_of_interest"
70 dereja,9.0388205,38.7576242,"establishment,point_of_interest"
zola hotel emperial ,9.0038634,38.7972683,"establishment,lodging,point_of_interest"
yodi abysinia bole,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
wongelawit,8.9813158,38.7637407,premise
summit gorgies church,8.9974567,38.7386187,"church,establishment,place_of_worship,point_of_interest"
signal kebron farmacy,9.0147275,38.7571599,"establishment,health,pharmacy,point_of_interest,store"
sheger MK,9.072486,38.7383804,"establishment,point_of_interest"
ruwanda embassy  ayer amba school,9.0364311,38.7724812,"establishment,point_of_interest,school"
rober buna jacross ,8.99617,38.77373,"establishment,food,point_of_interest,restaurant"
plaza hotel,9.0121819,38.7777553,"establishment,lodging,point_of_interest"
piyassa   ,9.0371838,38.7551432,"neighborhood,political"
perpile caf_,9.0035758,38.7682845,"cafe,establishment,food,point_of_interest"
passa hager fiker,9.0378882,38.7545706,"establishment,point_of_interest"
monico hayat hospital,8.9944346,38.7952916,"establishment,hospital,point_of_interest"
MKs,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
meklit building,9.0161638,38.7908645,"establishment,point_of_interest"
lebu lafto s,8.9443187,38.7302647,"establishment,park,point_of_interest"
kazanchis taxi,9.0130256,38.779618,"establishment,point_of_interest"
jacross anbsa bank,9.0139701,38.7492128,"bank,establishment,finance,point_of_interest"
helbon hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
harmony hotel,8.996085,38.786148,"establishment,lodging,point_of_interest"
gift real estate,8.9987099,38.7590441,"establishment,point_of_interest"
getu building,9.0023505,38.7694194,"establishment,point_of_interest"
gerji sunshine apartmetn,8.9943122,38.8115565,"establishment,point_of_interest"
flamingo ,9.0088253,38.7643871,"establishment,food,point_of_interest,restaurant"
ethiopia hotel,9.010417,38.765156,"establishment,lodging,point_of_interest"
etaa,8.9806034,38.7577605,"locality,political"
estifanos ,9.0121519,38.7635674,"church,establishment,place_of_worship,point_of_interest,premise"
DH geda bole frendship,8.9896428,38.7865512,"establishment,point_of_interest,shopping_mall"
desalegn hotel,9.0000679,38.7796659,"establishment,lodging,point_of_interest"
civil service cmc,9.0231499,38.832285,"establishment,point_of_interest,university"
chichina bar mell,9.0123509,38.7589992,"establishment,food,point_of_interest,restaurant"
bosten day spa,8.9907495,38.7837711,"establishment,point_of_interest,spa"
bole yood abysinisa,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
bole medanialem carmara,8.9960687,38.7894876,"church,establishment,place_of_worship,point_of_interest"
bole japan embassy,9.0114665,38.8065185,"embassy,establishment,point_of_interest"
bole fresh corner,9.0194522,38.8161488,"establishment,food,grocery_or_supermarket,point_of_interest,store"
bole frendhsip hotel,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
bole fantu supermarket,8.9919228,38.7819941,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
bole cab cake,8.9800689,38.7989319,"airport,establishment,point_of_interest"
bole airport  ,8.9800689,38.7989319,"airport,establishment,point_of_interest"
barnero,8.9479918,38.7283719,"establishment,point_of_interest"
ayat adebabay,9.0255577,38.8772139,"bank,establishment,finance,point_of_interest"
awraris hotel,9.0099976,38.7879752,"establishment,lodging,point_of_interest"
alent hospital,8.9856305,38.7103046,"establishment,hospital,point_of_interest"
22 getfam ,9.0147357,38.7837279,"establishment,lodging,point_of_interest"
kaleb hotel ,8.995587,38.786024,"establishment,lodging,point_of_interest"
kazanchis keren hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
beata restaurant,8.9989801,38.7707893,"establishment,food,point_of_interest,restaurant"
Bihere Tsige,8.9549872,38.7535073,"establishment,park,point_of_interest,premise"
wabishebele hotel,9.0122623,38.7468421,"establishment,lodging,point_of_interest"
mega building ,8.9999798,38.7701506,premise
finland embassy,8.9987652,38.7413628,"embassy,establishment,point_of_interest"
"saris, adye abeba",8.956843,38.763848,"establishment,point_of_interest,shopping_mall"
mafi city,8.9963835,38.7876821,"cafe,establishment,food,point_of_interest,shopping_mall"
tilla GYM,9.0105015,38.77064,"establishment,gym,health,point_of_interest"
bulgariya michael ,8.9948721,38.7517405,"church,establishment,place_of_worship,point_of_interest"
Queens College,9.0412835,38.7470815,"establishment,point_of_interest,university"
salitemihret- summit(figa),9.0040823,38.8538752,"establishment,point_of_interest,premise"
uganda embassy,8.9946178,38.7711811,"embassy,establishment,point_of_interest"
sheger haymi apartment,8.991643,38.725039,"establishment,point_of_interest"
Ramada hotel,8.991897,38.782873,"establishment,lodging,point_of_interest"
rakn mall,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
radisson blue,9.016298,38.767855,"establishment,lodging,point_of_interest"
old airport angola embassy,9.00513,38.7186,"embassy,establishment,point_of_interest"
nazera hotel,8.9932355,38.7664011,"establishment,lodging,point_of_interest"
mornims far mall,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
moring star ,8.9968206,38.7863919,"establishment,point_of_interest,shopping_mall"
Mks ,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
mekane eyesus,8.9698467,38.7317365,"establishment,point_of_interest,university"
luv,8.9950873,38.7930569,"cafe,establishment,food,point_of_interest"
lion ,9.0080974,38.7686598,"establishment,lodging,point_of_interest"
line hotel,8.9951333,38.7670022,"bar,establishment,lodging,point_of_interest"
kategna bolle,8.9947604,38.7906521,"establishment,food,point_of_interest,restaurant"
iss flamingo,9.0088253,38.7643871,"establishment,food,point_of_interest,restaurant"
intercontinetal hotel,9.015466,38.769788,"establishment,lodging,point_of_interest"
haimi apartment,8.9995638,38.7850589,"establishment,lodging,point_of_interest"
greek embassy,8.9923527,38.7603584,"embassy,establishment,point_of_interest"
greek club,9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
friendship,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
eshi restaurant,9.038975,38.7622829,"establishment,food,point_of_interest,restaurant"
effoy kazanchis,9.0132543,38.7684878,"establishment,food,point_of_interest,restaurant"
corean hospital,8.9994166,38.8077972,"establishment,hospital,point_of_interest"
ceo,9.0017564,38.7816679,"establishment,night_club,point_of_interest"
bole wasama hotel,8.9920734,38.7819939,"establishment,lodging,point_of_interest"
bole mamas kitchen,8.9961298,38.7877783,"establishment,food,point_of_interest,restaurant"
bole fantu super market,8.9919228,38.7819941,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
atlas hotel coco lounge,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
antika restaurant,8.9966236,38.7792143,"establishment,food,point_of_interest,restaurant"
amesterdam restaurnt ,8.987739,38.7872395,"establishment,food,point_of_interest,restaurant"
6kilo,9.0438158,38.7611979,"establishment,point_of_interest"
yewoly,9.0063021,38.7809441,premise
venitia hotel,8.9934001,38.7857586,"establishment,lodging,point_of_interest"
summt,9.0027996,38.8528952,"establishment,place_of_worship,point_of_interest"
sheration ,9.015466,38.769788,"establishment,lodging,point_of_interest"
radison blue,9.016298,38.767855,"establishment,lodging,point_of_interest"
piyassa,9.0371838,38.7551432,"neighborhood,political"
mulmul,8.9923129,38.7267315,"bakery,establishment,food,point_of_interest,store"
moenco bole,9.0154987,38.7443476,"car_dealer,establishment,point_of_interest,store"
mega,9.0361606,38.7625767,"establishment,point_of_interest"
maryot hotel,9.010417,38.765156,"establishment,lodging,point_of_interest"
march flert,8.9948506,38.7851216,"bar,establishment,night_club,point_of_interest"
lucy,9.038975,38.7622829,"establishment,food,point_of_interest,restaurant"
kotebe colledge,9.0386134,38.8373807,"establishment,point_of_interest,university"
kazancis effoy piza,9.0025438,38.7796968,"establishment,food,point_of_interest,restaurant"
kazanchis IOM,9.0111749,38.7677475,"establishment,point_of_interest"
kasanchis  gebiwoch,9.016759,38.7652863,"establishment,point_of_interest"
jupiter,9.0162482,38.7684143,"establishment,lodging,point_of_interest"
jacros,9.0115694,38.8215212,route
immegration,9.0221167,38.7507261,"establishment,point_of_interest"
helton ,9.018495,38.76496,"establishment,lodging,point_of_interest"
goston day spa,8.9907495,38.7837711,"establishment,point_of_interest,spa"
getu,9.0023505,38.7694194,"establishment,point_of_interest"
EU,9.000648,38.7793128,"establishment,point_of_interest"
elilly kazanchi,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
bole addis internationa,8.9800689,38.7989319,"airport,establishment,point_of_interest"
ayat mebrat haile,9.0236098,38.87568,premise
atlas hotel  ,9.0037118,38.7805761,"establishment,lodging,point_of_interest"
amseterdam,8.987739,38.7872395,"establishment,food,point_of_interest,restaurant"
africa lemat bank,9.0079872,38.7651429,"bank,establishment,finance,point_of_interest"
adwa deldey,9.0233025,38.777402,"establishment,lodging,point_of_interest"
admas,9.0235598,38.786431,"establishment,point_of_interest,university"
22 zerihun building,9.0142633,38.7821707,"establishment,point_of_interest,real_estate_agency"
22 gebreal hospital,9.0136265,38.8377981,"establishment,hospital,point_of_interest"
2000 habesh,9.0014322,38.7815495,"establishment,food,point_of_interest,restaurant"
yeka abado,9.0665636,38.8702727,"establishment,point_of_interest"
tracon,9.0223775,38.7519501,"establishment,point_of_interest"
sheger,8.9196225,38.7629131,premise
sarbet bak and blue,9.016298,38.767855,"establishment,lodging,point_of_interest"
sandford,9.0364311,38.7724812,"establishment,point_of_interest,school"
ruwanda embassy  ,8.9881665,38.7769854,"embassy,establishment,point_of_interest"
raccan,8.9800689,38.7989319,"airport,establishment,point_of_interest"
nordic medical hospital,8.9843355,38.7781414,"establishment,hospital,point_of_interest"
MKs bole,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
lem hotel ,9.0148745,38.783239,"establishment,light_rail_station,point_of_interest,transit_station"
hiltoh hotel,9.018495,38.76496,"establishment,lodging,point_of_interest"
gusto,9.022215,38.7519188,"establishment,food,point_of_interest,restaurant"
gurde shola,9.0177958,38.8159694,"neighborhood,political"
Gerji condominium,8.9953646,38.8096758,"establishment,point_of_interest"
elili hotel,9.0144345,38.7689649,"establishment,lodging,point_of_interest"
DH gea,8.9896428,38.7865512,"establishment,point_of_interest,shopping_mall"
damo bole,9.0156763,38.7849911,"establishment,lodging,point_of_interest"
"bole, bella",9.0194448,38.840199,"establishment,food,point_of_interest,restaurant"
bole beza building,8.9939157,38.7901792,premise
22 anbsa apartment,8.991643,38.725039,"establishment,point_of_interest"
22 addis hiwot,9.0128999,38.7834381,"establishment,hospital,point_of_interest"
vativan,8.9886199,38.7362266,"embassy,establishment,point_of_interest"
vatican hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
vatican,8.9886199,38.7362266,"embassy,establishment,point_of_interest"
sumit,9.0027996,38.8528952,"establishment,place_of_worship,point_of_interest"
sentral school,9.0364311,38.7724812,"establishment,point_of_interest,school"
sanford,9.0364311,38.7724812,"establishment,point_of_interest,school"
salo maria hotel,8.9943528,38.7852252,"establishment,lodging,point_of_interest"
ramad hotel,8.991897,38.782873,"establishment,lodging,point_of_interest"
MKS  ,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
millinium hall,8.9902942,38.7895542,"city_hall,establishment,local_government_office,point_of_interest"
milinium /bole,8.992501,38.7875722,"establishment,lodging,point_of_interest"
mekanisa,8.988343,38.7315822,"neighborhood,political"
korea,8.9994166,38.8077972,"establishment,hospital,point_of_interest"
Japan,9.0114665,38.8065185,"embassy,establishment,point_of_interest"
hiltin africa,9.018495,38.76496,"establishment,lodging,point_of_interest"
greek club/oromia,9.0084889,38.7685824,"establishment,food,point_of_interest,restaurant"
gorgorios,9.0301474,38.7778933,"establishment,point_of_interest,school"
golagul,9.0154348,38.7869515,"establishment,parking,point_of_interest"
getu commetcial,9.0023505,38.7694194,"establishment,point_of_interest"
Getu commercial,9.0023505,38.7694194,"establishment,point_of_interest"
gebreal  ,8.909873,38.7651213,"church,establishment,place_of_worship,point_of_interest"
five lour hotel,8.995529,38.787224,"establishment,lodging,point_of_interest"
burayu,9.0717553,38.6743668,"establishment,mosque,place_of_worship,point_of_interest"
bole saphir hotel,9.0001579,38.7833704,"establishment,lodging,point_of_interest"
bole international,8.9800689,38.7989319,"airport,establishment,point_of_interest"
abysinia mall,8.9946015,38.7905503,"establishment,point_of_interest,shopping_mall"
23,8.9917075,38.7878232,street_address
world food compound,8.991373,38.7831039,"establishment,point_of_interest"
venitian hotel,8.9934001,38.7857586,"establishment,lodging,point_of_interest"
sunshine,9.0331037,38.8504242,"establishment,point_of_interest"
singn india restaurant,8.9989801,38.7707893,"establishment,food,point_of_interest,restaurant"
nework bole,8.9889325,38.7884491,"establishment,food,point_of_interest,restaurant"
MKS restaurant,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
megenagana,9.0204692,38.8024029,"bus_station,establishment,point_of_interest,transit_station"
lime tre,9.014375,38.758246,"establishment,point_of_interest"
korye embassy,9.0192206,38.7156475,"embassy,establishment,point_of_interest"
kazanchis GIZ,9.015201,38.7683917,"establishment,point_of_interest"
hilton,9.018495,38.76496,"establishment,lodging,point_of_interest"
gote 7 bole rwanda,8.9800689,38.7989319,"airport,establishment,point_of_interest"
freindship hotel,8.9940225,38.7847689,"establishment,lodging,point_of_interest"
faver restaurant,8.9989801,38.7707893,"establishment,food,point_of_interest,restaurant"
esco bar,8.9887871,38.7769056,"establishment,night_club,point_of_interest"
boston dramada,8.991897,38.782873,"establishment,lodging,point_of_interest"
bolle ,8.9831138,38.8100855,"political,sublocality,sublocality_level_1"
bole domestic,8.9800689,38.7989319,"airport,establishment,point_of_interest"
BGM hospital,8.9806034,38.7577605,"establishment,hospital,point_of_interest"
azziman hotel,9.0010642,38.7827377,"establishment,lodging,point_of_interest"
aladin restauant,8.9909645,38.7821137,"establishment,food,point_of_interest,restaurant"
4kilo bank commercial,9.0203088,38.7993856,"bank,establishment,finance,point_of_interest"
22 down town,9.0076103,38.7882869,"establishment,food,point_of_interest,restaurant"
22 dinberua,9.0371195,38.7206161,"establishment,hospital,point_of_interest"
yohannes kitfo,9.0106055,38.7842086,"establishment,food,point_of_interest,restaurant"
yelma,8.9825638,38.7314196,"establishment,lodging,point_of_interest"
world  ,8.9934177,38.7769398,"establishment,finance,point_of_interest"
urael amen building,9.0081364,38.7764019,"establishment,point_of_interest"
totot kitfo,9.0071802,38.8062483,"establishment,food,point_of_interest,restaurant"
swedish embassy,9.0186023,38.7490083,"embassy,establishment,point_of_interest"
spanp bole,8.9898014,38.7876308,"establishment,point_of_interest,shopping_mall"
signal louver hotel,9.0249363,38.7870877,"establishment,lodging,point_of_interest"
sholoa,9.0177958,38.8159694,"neighborhood,political"
shebelle,9.0122623,38.7468421,"establishment,lodging,point_of_interest"
sarbet kings,8.9980406,38.7398127,"establishment,lodging,point_of_interest"
oromia,8.9806034,38.7577605,"locality,political"
nega city,9.0165951,38.765763,"establishment,point_of_interest,shopping_mall"
mexico fedral police,9.0099504,38.7436728,"establishment,point_of_interest"
megea,9.0361606,38.7625767,"establishment,point_of_interest"
luver hotel,9.0249363,38.7870877,"establishment,lodging,point_of_interest"
luky building,8.9948998,38.785032,premise
italion,8.9948244,38.7282121,"establishment,food,point_of_interest,restaurant"
inter continetal ,9.015466,38.769788,"establishment,lodging,point_of_interest"
haleluga hospital,8.9861882,38.7590401,"establishment,hospital,point_of_interest"
greek school,9.0074451,38.7690783,"establishment,point_of_interest,school"
gerji korean hospital,8.9994166,38.8077972,"establishment,hospital,point_of_interest"
gallery kazanchis,9.0131513,38.7693356,"art_gallery,establishment,point_of_interest"
fantu supermarket,8.9919228,38.7819941,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
dream liner hotel,8.9951333,38.7670022,"bar,establishment,lodging,point_of_interest"
bole be emnet,9.0196504,38.7669439,"establishment,food,point_of_interest,restaurant"
bella,9.0194448,38.840199,"establishment,food,point_of_interest,restaurant"
bela italian embassy,9.0476352,38.7861666,"embassy,establishment,point_of_interest"
bela,8.9522542,38.7160912,"establishment,lodging,point_of_interest"
azziman,9.0010642,38.7827377,"establishment,lodging,point_of_interest"
aware,9.0270324,38.7688831,"neighborhood,political"
abuchuw atlas,8.9947025,38.7904608,"establishment,food,point_of_interest,restaurant"
4kilo ras amba,9.0316722,38.77107,"establishment,lodging,point_of_interest"
4kilo lucy,9.038975,38.7622829,"establishment,food,point_of_interest,restaurant"
24 kebele,9.0031535,38.6979139,"establishment,point_of_interest"
yod abesinia,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
yekabado,9.0665636,38.8702727,"establishment,point_of_interest"
ugo church,9.0308544,38.7664298,"church,establishment,place_of_worship,point_of_interest"
swidish embassy,9.0186023,38.7490083,"embassy,establishment,point_of_interest"
soretti spa,8.9954105,38.7759849,"establishment,point_of_interest,spa"
national theater,9.0162866,38.7523621,"establishment,point_of_interest"
MKS pizza,8.9995109,38.7851796,"establishment,food,point_of_interest,restaurant"
mintiwab building,9.0086531,38.771106,premise
mariot hotel,9.010417,38.765156,"establishment,lodging,point_of_interest"
mamonahotel bole,8.9893129,38.7856727,"establishment,lodging,point_of_interest"
leghar,9.011797,38.750386,"establishment,gas_station,point_of_interest"
kazanchis iss,9.0165737,38.7760791,"neighborhood,political"
hiber ethiopia,8.9741599,38.7215763,"establishment,point_of_interest,school"
golf club,9.0036248,38.7217626,"establishment,point_of_interest"
gerji safe way,9.0214534,38.8333708,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket"
flamingo oromiya bank,9.007686,38.765399,"establishment,finance,point_of_interest"
egziabhereab,9.065925,38.7391096,"church,establishment,place_of_worship,point_of_interest,premise"
edina mall,8.9973888,38.7867701,"establishment,point_of_interest"
DH geda building,8.9896428,38.7865512,"establishment,point_of_interest,shopping_mall"
dembel city center,9.004895,38.767084,"establishment,point_of_interest,shopping_mall"
cmc  ,9.0082027,38.8510787,"establishment,health,point_of_interest"
bole yodi abysina,8.99108,38.7935252,"establishment,food,point_of_interest,restaurant"
bole dashin brass,8.9800689,38.7989319,"airport,establishment,point_of_interest"
birhane adere mall,8.9957695,38.7879343,"establishment,point_of_interest,shopping_mall"
adwas colledge,9.0235598,38.786431,"establishment,point_of_interest,university"
4kilo romina,9.0359735,38.7626524,"establishment,food,point_of_interest,restaurant"
yod abyssinia,8.9967992,38.7317707,"establishment,food,point_of_interest,restaurant"
tomy tower,9.0080914,38.7650844,"establishment,point_of_interest,shopping_mall"
"tk,bole",8.9881536,38.7912816,"establishment,point_of_interest"
sheger B.,8.9196225,38.7629131,premise
sheger  ,8.9196225,38.7629131,premise
sayi,9.0040436,38.8013774,"establishment,point_of_interest,university"
saramaria hotel,8.9943528,38.7852252,"establishment,lodging,point_of_interest"
saphir addis hotelmegenagna,9.0001579,38.7833704,"establishment,lodging,point_of_interest"
Rowanda soali embassy,8.9881665,38.7769854,"embassy,establishment,point_of_interest"
Ramada,8.991897,38.782873,"establishment,lodging,point_of_interest"
Norway,8.9881828,38.7332294,"embassy,establishment,point_of_interest"
louver,9.0249363,38.7870877,"establishment,lodging,point_of_interest"
Lancha  ,8.9903452,38.7591886,"establishment,point_of_interest"
kera bisrate,8.9924661,38.7272454,"establishment,point_of_interest,premise,school"
juventus club,9.0092518,38.761096,"establishment,point_of_interest"
juventus  ,9.0092518,38.761096,"establishment,point_of_interest"
Harmony hotel,8.996085,38.786148,"establishment,lodging,point_of_interest"
emeral hotel,9.016298,38.767855,"establishment,lodging,point_of_interest"
